slug,place_name,category,status,approved_file,prompt_notes,source_notes
rynek-wroclaw,Rynek Wrocław,local_classic,approved,assets/place-icons/20_approved/rynek-wroclaw/place-rynek-wroclaw-icon-v01.png,"semi-flat architectural icon, transparent PNG, 256x256","generated in Codex imagegen, chroma-key removed locally"
